EST;X688_arroz_1;X688_arroz_2;X688_arroz_3;X688_milho_1;X688_milho_2;X688_milho_3;CNPA_arroz_1;CNPA_arroz_2;CNPA_arroz_3;CNPA_milho_1;CNPA_milho_2;CNPA_milho_3;dieta_arroz_1;dieta_arroz_2;dieta_arroz_3;dieta_milho_1;dieta_milho_2;dieta_milho_3;fm993_arroz_1;fm993_arroz_2;fm993_arroz_3;fm993_milho_1;fm993_milho_2;fm993_milho_3;puita_arroz_1;puita_arroz_2;puita_arroz_3;puita_milho_1;puita_milho_2;puita_milho_3
SF1P15062-5-1;5.63;3.02;0;2.74;2.79;0;2.71;7.66;2.45;4.54;2.6;2.4;6.73;3.5;15.63;3.1;1.52;4.01;3.25;5.64;0;2.73;3.53;0;8.26;4.66;2.93;10.89;3.59;0.19
SF1P15071-5-1;4.16;2.29;0;6.67;4.11;0;1.52;7.2;5.06;4.74;7.01;6.05;1.99;2.68;7.83;3.19;4.43;12.94;4.59;4.43;0;5.01;5.76;0;7.36;3.91;2.29;8.93;4.65;0.28
SF1P15072-5-1;27.92;16.62;0;39.01;42.9;0;6.22;2.75;39.18;50.23;10.48;22.04;13.06;53.66;0.75;23.56;56.8;7.23;49.56;52.21;0.18;54.75;116.06;0;1.93;152.64;20.1;0;54.66;5.76
SF1P15075-5-1;0.35;1.82;0;0.61;1.79;0;1.72;0.44;0.97;1.1;0.59;0.63;2.29;2.04;0;1.9;1.01;0.19;0.61;0.79;0;0.53;1.07;0;0.37;1.22;1.88;0.57;1.28;0
SF1P15077-5-1;0;0;0;0;3.62;0;0;0.92;0;2.77;1.86;0.74;0;0;2.58;3.55;3.65;0;0;0;0;1.38;0;0;1.58;0;0;6.96;2.05;0
SF1P15091-5-1;2.46;5.95;0;2.11;3.01;0;1.93;0.71;2.19;2;1.53;2.16;3.58;1.59;0;3.02;2.39;1.32;1.36;0.45;0;1.76;2.24;0;1.43;1.55;4.02;0.66;3.25;0
SF1P15092-5-1;33.79;19.59;0;32.64;32.7;0;9.23;2.56;27.48;64.06;4.44;16.1;17.62;39.62;0.66;19.65;46.22;3.59;39.77;66.8;0.06;35.05;103.49;0.13;1.29;147.32;22.66;0.5;42.77;3.81
SF1P15096-5-1;7.95;8.76;8.82;6.83;6.4;3.3;8.65;4.75;23.68;10.29;3.42;12.07;9.91;12.42;2.29;4.55;11.55;5.57;14.62;5.17;1.1;12.23;6.98;0.91;1.65;10.63;9.72;6.08;15.46;1.23
SF1P15097-5-1;13.19;7.18;0;15.67;6.86;0;1.54;0.28;11.27;22.27;0.85;7.4;5.74;13.54;0;5.99;21.43;4.32;14.2;30.72;0;13.91;35;0;0.94;49.09;5.82;0;12.8;1.15
SF1P15104-5-1;5.77;3.13;0;5.48;8.09;0;5.58;15.88;18.85;2.86;13.9;15.82;5.03;3.01;31.17;7.87;12.19;14.65;22.02;3.36;0;21.25;12.11;0;11.65;15.34;5.72;4.38;6.41;0.25
SF1P15122-5-1;0.71;2.3;0;1.89;2.89;0;1.43;0.93;1.57;2.97;1.6;1.35;1.68;1.27;0.61;2.67;2.54;0.77;1.76;0.88;0;2.3;2.22;0;0.66;2.89;1.07;1.53;1.98;0
SF1P15123-5-1;0.41;0.46;0;2.93;3.44;0;0.21;0.19;0.42;4.23;3.25;3.69;0.24;0.16;0;3.33;4.56;3.89;0.47;0.06;0;1.74;4.52;0;0.4;0.61;0.18;2.71;1.51;0.09
SF1P15124-5-1;0.39;0.86;0;0;0;0;0;0.11;1.9;0.32;0.22;0;0;3.22;0;0;0;0;1.55;0.19;0;1.32;0;0;0;1.99;0.37;0;0;0
SF1P15125-5-1;0.1;0;1086.98;0;0;568.57;0;0;0.42;0.48;0;1.01;0;0;1.71;0;0.16;0;0;0.14;817.93;0.92;0.12;427.72;0;0;0.46;0;0;666.79
SF1P15129-5-1;3.24;2.36;0;5.6;3.63;0;1.44;2.59;4.68;2.65;3.66;4.46;2.18;5.69;2.13;1.91;5.56;1.55;5.29;4.45;0;6.43;8.5;0;4.51;12.63;2.97;2.71;5.36;0.25
SF1P15131-5-1;0.17;0.06;0.12;16.14;9.53;0;0;0.69;0.39;4.27;10.48;17.83;0.03;0.23;0.11;11.97;20.9;10.86;0.43;0.26;0.05;3.26;9.18;0;0.55;0.96;0.13;16.42;24.54;1.29
SF1P15139-5-1;13.25;4.67;0;13.67;9.07;0;1.97;0.43;11.18;22.67;3.5;8.73;4.69;11.57;0;6.21;20.34;2.79;13.48;20.65;0.32;18.96;50.01;0;1.09;49.84;8.81;0;21.7;1.65
SF1P15141-5-1;14.02;35.3;0.12;1.04;0.84;0.98;9.68;2.91;13.19;5.13;0.43;0.48;25.55;10.07;3.71;0.5;0.56;0.37;13.45;8.78;0;5.6;3.94;0.21;4.28;5.07;24;0.83;5.01;0.17
SF1P15144-5-1;0.33;3.71;3.42;0;0.9;12.77;1.85;0.28;0.81;0;0;0;2.42;1.59;0;0.57;0.18;0;0;0.17;5.88;0.34;0;15.83;0;0.82;3.19;0;0.56;7.14
SF1P15146-5-1;63.31;83.66;0;35.67;119.41;0;54.71;35.79;78.38;42.43;98.6;38.32;93.05;32.44;72.52;63.76;88.53;48.24;83.89;53.55;0;40.47;40.18;0;76.38;29.02;76.38;46.75;62.35;5.95
SF1P15147-5-1;0;0;10.24;0;0;6.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.68;0;0;9.66;0;0;0;0;0;17.69
SF1P15152-5-1;95.52;86.12;0;87.17;189.24;0.1;112.47;134.29;106.94;171.09;100.55;129.11;91.3;68.52;106.94;186.93;212.22;90.92;132.23;78.89;0.16;150.86;51.5;0;97.99;96.23;85.19;143.75;80.41;4.33
SF1P15161-5-1;1.77;1.53;32.24;2.08;2.26;5.36;1.21;3.82;3.59;2.67;3.75;2.4;1.82;1.84;2.17;1.9;3.14;4.72;2.62;2.02;37.93;2.27;1.71;5.07;3.82;2.68;1.45;3.35;2.11;6.75
SF1P15172-5-1;25.49;27.57;0;3.76;6.32;0;23.37;17.67;23.19;7.32;5.44;5.34;30.1;16.7;5.47;4.94;5.92;4.58;18.13;7.58;0;11.66;7.94;0;7.96;16.33;28.12;2.74;9.37;0.19
SF1P15173-5-1;0;0;0;0.43;0.67;0;0;0.07;0.15;0.62;0.7;0.88;0.12;0;0;0.24;0.96;0.36;0.49;0;0;1.59;1.4;0;0;0;0;0.27;0.62;0
SF1P15185-5-1;6.59;23.72;0;6.61;15.69;0;6.06;15.1;19.85;12.99;15.27;12.46;21.06;10.06;18.32;14.25;9.46;12.18;8.96;4.98;0;11.35;10.7;0;11.59;14.66;25.17;12.73;10.89;0.9
SF1P15195-5-1;10.48;8.15;0;13.06;13;0;4.08;5.56;11.87;23.57;4.34;8.54;7.84;11.84;5.55;6.88;21.56;6.76;12.11;18.67;0;14.02;32.86;0;6.12;35.23;6.85;2.63;17.77;1.27
SF1P15197-5-1;24.56;41;0;11.4;33.28;0.04;17.93;29.11;39.77;23.46;41.43;36.82;32.75;18.44;56.21;32.07;32.23;36.77;23.91;18.79;0.05;24.79;11.96;0;34.72;16.51;32.42;44.72;25.82;1.02
SF1P15200-5-1;0.97;2.57;0;4.81;1.7;0;0.94;0.81;1.02;2.61;3.61;4.78;1.63;1.73;1.07;1.04;1.03;3.32;2.9;1.03;0;2.19;5.56;0;0.96;1.33;2.58;3.59;2.77;0.19
SF1P15225-5-1;11.81;5.11;0;12.39;10.89;0;2.19;7.01;16.19;13.95;6.42;8.72;3.52;16.14;1.24;5.18;25.59;7.92;10.98;17.22;0;15.18;26.82;0;1.84;40.04;6.53;2.05;16.46;0.84
SF1P15230-5-1;0.4;2.68;0;0.23;1.75;0;0.41;0.33;0.78;0;0.68;0.09;2.43;0.96;0;1.58;0.44;0.58;0;0.2;0;0.89;0.65;0;0.19;1.38;2.82;0;0.45;0.13
SF1P15237-5-1;11.75;24.18;0;5.19;15.7;0.05;23.83;8.57;10.59;9.24;4.43;6.21;30.55;20.47;8.38;43.71;6.74;3.6;10.68;8.37;0.05;9.5;14.36;0;8.1;14.74;23.27;4.79;9.95;1.36
SF1P15244-5-1;11.13;4.81;0;5.69;7.72;0;2.9;3.62;9.36;5.26;1.86;4.18;5.01;7.23;4.43;4.93;22.7;7.91;10.58;17.04;0;8.6;25.76;0;3.18;27.25;5.92;6.15;8.3;0.29
SF1P15245-5-1;10.96;13.08;0;9.1;9.3;0;11.26;11.87;12.49;11.48;9.31;9.12;13.98;9.35;11.8;14.62;11.81;11.84;9.85;8.5;0;10.05;10.67;0;8.11;12.05;12.65;10.89;11.09;1.1
SF1P15248-5-1;3.95;3.57;0;1.36;0.77;0;4.08;3.02;2.53;0.79;0.53;0.66;3.08;5.35;8.32;1.15;0.52;1.35;4.11;4.21;0;1.05;1.9;0;1.54;1.63;3.29;0.51;1.46;0.61
SF1P15249-5-1;0;0;12.83;0;0;7.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.03;0;0;6.76;0;0;0;0;0;16.22
SF1P15256-5-1;0.52;0.7;0;0.13;0.18;0;0.5;0.49;1.1;0.19;0;0.05;1.11;0.46;0;0.24;0.24;0.81;0.66;0.83;0;0.55;0.27;0;0.62;1.19;0.78;0;0.43;0
SF1P15257-5-1;7.87;7.99;0;2.9;7.51;0;10.76;6.24;5.68;4.57;0.79;6.11;9.81;8.81;2.05;6.29;4.49;0.39;8.54;8.57;0;6.01;2.41;0;4.67;3.87;8.3;1.15;5.48;0.09
SF1P15258-5-1;15.08;25.99;0;22.1;25.96;0;26.13;23.14;43.79;46.18;15.03;32.65;12.44;20.99;21.51;23.01;65.6;14.32;52.02;11.57;0.06;46.84;6.9;0;14.78;43.55;24.43;18.57;18.85;0.56
SF1P15265-5-1;0;0;3.54;0;0;2.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.94;0;0;2.82;0;0;0;0;0;3.88
SF1P15267-5-1;68.06;24.16;0.12;63.26;38.91;0.2;8.08;4.47;47.29;74.36;12.75;33.53;19.46;58.86;3.45;20.99;78.52;12.19;129.45;100.92;0;87.33;170.28;0;2.14;227.39;35.13;0.82;83.69;8.36
SF1P15271-5-1;0;0;0;104.73;0;0;0;0;0;6.22;0;2.41;0;0;0;1;0;0;2.49;0;0;3.07;9.72;0;0;0;0;15.48;1.15;0
SF1P15273-5-1;1.05;2.66;0;0.74;3.23;0;2.54;2.31;2.25;4.13;2.43;1.42;3.12;1.81;0.65;2.92;2.37;0.92;2.51;1.07;0;1.79;1.85;0.11;0.76;3.02;2.9;1.23;1.27;0.13
SF1P15275-5-1;75;32.75;0;0.6;0.63;0;12.29;2.52;74.42;2.67;0;0.19;23.4;68.09;6.18;0;0;0;81.23;128.43;0;35.15;3.48;0;1.07;253.23;47.17;0;43.89;0
SF1P15281-5-1;3.58;3.03;0;6.5;9.01;0;0.62;0.65;6.79;13.3;3.06;4.87;1.74;9.61;0.42;5.79;11.93;1.79;8.21;5.29;0;9.95;16.59;0;0.86;27.64;3.65;0.27;10.29;0.83
SF1P15284-5-1;7.25;7.18;0;12.48;10.16;0;5.81;3.24;13.24;16.02;3.82;7.64;7.07;13.93;1.07;7.64;17.8;2.43;10.22;12;0;12.87;24;0;2.97;33.39;5.7;6.51;11.7;1.11
SF1P15286-5-1;5.76;3.61;0;7.91;5.59;0;3.78;7.37;6.93;6.54;9.01;6.95;2.99;3.33;6.2;4.06;7.13;9.84;6.75;6.99;0;6.98;8.99;0.07;9.54;6.64;3.92;9.51;7.55;0.56
SF1P15296-5-1;0;0;0;3.86;12.47;0;0;0;0;0;6.86;4.01;0.4;0;0;4.86;8.38;4.23;0;0;0;3.15;2.44;0;0;0.38;0;0;4.02;0
SF1P15300-5-1;0.76;0.2;0;0;0;0;0.23;0.13;1.11;0;0;0;0.46;0.54;0.38;0;0;0;0.92;0.23;0;0.46;0;0;0.43;0.79;0.15;0;0.26;0
SF1P15321-5-1;1.83;0;0;2.66;0.51;0;0.48;2.2;0.9;0;4.15;2.33;0.48;0;8.42;1.78;1.03;5.52;0;1.19;0;1.88;2.78;0;4.78;1.63;1.52;1;1.34;0.37
SF1P15326-5-1;58.07;64.5;5.01;53.74;25.38;10.82;26.37;14.57;45.4;23.31;15.09;30.23;84.07;20.84;16.5;24.47;30.9;28.91;26.43;73.9;3.68;22.17;38.03;7.32;11.55;26.26;54.08;24.9;39.64;5.08
SF1P15327-5-1;13.02;3.08;0;15.59;12.75;0;1.35;1.67;7.81;21.38;3.54;11.48;2.95;6.63;2.31;6.02;22.43;5.28;15.64;19.12;0.05;17.56;43.99;0;2.81;34.21;4.64;2.19;19.79;2.05
SF1P15331-5-1;7.21;14.95;30.5;8.42;10.41;16.48;28.8;12.55;19.01;10.48;14.02;3.78;12.33;35.08;1.29;4.47;12.72;8;13.21;9.65;57.34;13.65;8.32;20.8;10.71;18.12;13.66;2.97;12.25;52.58
SF1P15334-5-1;13.11;5.05;0.09;15.68;6.25;0;4.21;10.07;9.48;11.48;9.7;11.84;3.26;5.31;11.73;4.43;9.52;15.16;10.12;19.36;0.08;11.47;20.75;0.08;13.07;12.17;5.05;12.73;12.62;1.35
SF1P15338-5-1;0;2.82;0;0.61;3.17;0;2.43;0.74;0.77;0;0.3;0;5.77;0.95;0;3.81;0.58;0;0;0.52;0;0.43;0.21;0;0.25;0.52;2.38;0;0.3;0.17
SF1P15340-5-1;10.37;11;0.02;10.69;12.88;0.06;12.03;12.93;13.16;13.61;16.27;14.77;10.5;11.68;9.3;13.55;17.12;15.34;12.08;9.82;0.08;16.22;11.54;0.08;13.06;10.15;10.82;14.2;15.74;0.96
SF1P15342-5-1;11.27;12.99;0;11.19;12.4;0;10.05;5.74;12.43;13.66;8.39;11.35;13.54;12.17;7.96;10.16;13.05;9.26;11.96;13.09;0.06;12.7;16.34;0;10.01;17.54;11.87;5.94;14.48;1.4
SF1P15352-5-1;0;0;2.87;0;0;4.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6;0;0;6.4;0;0;0;0;0;5.31
SF1P15353-5-1;10.46;9.6;0;7.96;0.73;0;1.59;2.36;3.43;5.47;1.26;5.42;2.82;1.96;11.26;1.24;13.05;10.86;5.58;10.83;0;2.98;7.39;0;15.32;1.87;1.14;9.13;2.98;0
SF1P15380-5-1;7.89;4.58;0;9.8;10.08;0;1.81;0.65;11.3;14.93;3.1;7.26;4;15.63;0.21;5.8;15.79;1.6;13.33;14.84;0;14.06;31.15;0;0.51;44.03;5.55;0.4;16.12;1.16
SF1P15382-5-1;5.97;6.37;0;5.4;4.76;0;9.78;9.35;11.55;5.87;5.61;4.4;6.33;8.21;2.98;3.64;5.58;4.37;9.32;4.18;0;7.07;3.16;0;8.34;8.78;5.21;3.87;6.24;0.17
SF1P15383-5-1;0.28;5.78;0;0.72;2.73;0;10.84;0.62;3.88;2.1;0.94;0.2;5.7;2.5;0.71;2.48;0.25;1.2;1.4;0.83;0;1.27;0.51;0;0.78;2.57;4.56;0.48;0.94;0
SF1P15384-5-1;17.32;8.15;0;20.76;19.93;0;3.28;1.13;18.33;29.28;5.14;9.85;6.68;24.29;0.48;8.38;30.36;3.51;25.32;31.89;0;24.97;47.66;0.15;1.38;73.35;8.9;0;21.45;1.59
SF1P15386-5-1;279.7;207.77;8.6;304.13;300.51;4.35;589.53;379.46;411.63;364.33;493.97;357.47;188;752.14;165.78;176.23;339.43;353.89;481.16;232.67;3.78;486.18;290.25;3.88;323.08;468.44;216.29;275.5;446.42;31.93
SF1P15388-5-1;87.86;39.59;0;60.93;41.47;0.45;111.1;226.45;160.36;72.12;112.68;160.45;58.85;136.08;294.91;29.18;104.72;114.13;179.32;77.02;0.21;134.24;38.46;0;332.27;129.82;42.21;125.31;74.06;4.7
SF1P15399-5-1;0.59;0.2;0;0;0;0;0;0.24;0.21;0;0;0.51;0.11;0.78;0.37;0;0;0.63;0;0;0;0.35;0.35;0;0;0.11;0.28;0;0.12;0
SF1P15401-5-1;0.38;1.93;0;0.12;6.04;0;1.39;0.14;0.15;1.29;0.41;0.66;1.28;0.43;0.18;2.84;0.57;1.05;0.27;0.36;0;0.27;0.71;0;0.43;0.45;1.87;1.23;1.4;0
SF1P15405-5-1;2.99;2.05;0;2.92;3.88;0;0.74;0.41;4.19;3.96;0.91;1.01;1.84;5.97;0;2.1;4.71;0.88;4.9;5.54;0;4.27;9.17;0;0.22;16.32;2.29;0;5.26;0.18
SF1P15409-5-1;1.13;0.58;0;1.41;1.15;0;0.57;0.66;1.67;1.09;1.73;2.16;0.12;0.39;1.39;0.55;1.34;4.24;0.86;1.77;0;1.23;2.24;0;1.95;1.5;0.26;2.61;1.17;0.16
SF1P15414-5-1;18.61;12.6;0;16.96;13.86;0;3.34;0.46;21.07;19.55;3.48;4.53;10.04;22.87;0.35;7.56;19.58;2.87;27.2;35.92;0;15.04;36.85;0;0.96;86.02;12.43;0.45;14.9;0.53
SF1P15436-5-1;0;0;367.28;0;0;353.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500.32;0;0;495.54;0;0;0;0;0;421.72
SF1P15449-5-1;3.64;3.91;0;6.35;4.03;0;3.46;4.04;3.47;4.15;4.52;2.75;2.39;2.75;6.32;3.49;4.22;9.29;4.33;4.58;0;4.57;4.59;0;5.12;4.7;2.83;12.23;5.38;0.35
SF1P15455-5-1;4.52;3.71;0;21.77;5.61;0;3.42;54.14;12.21;15.24;44.04;13.11;7.1;6.39;66.29;8.8;21.24;83.73;9.82;19.7;0;9.86;7.54;0;48.31;10.43;4.95;77.84;16.18;0.91
SF1P15457-5-1;0;0;0;3.57;3.48;0;0;0.9;0;8;30.4;25.49;0;0;0;0.85;3.51;51.93;0;0;0;9.94;7.59;0;0;0;0;10.06;18.66;2.09
SF1P15462-5-1;3.45;5.58;0;1.68;2.18;0;3.24;1.95;2.88;1.67;2.25;1.72;5.51;2.5;1.34;0.72;1.51;2.27;4.59;2.66;0;2.21;1.73;0;2.63;2.85;3.86;1.54;2.01;0.65
SF1P15463-5-1;4.03;9.85;0;2.02;2.74;0;8.45;4.53;4.74;4.21;1.53;1.82;5.06;6.71;2.29;2.86;3.42;1.67;5.7;4.24;0;3.37;2.67;0;2.71;4.1;5.71;0.84;3.05;0
SF1P15466-5-1;6.43;18.09;0;1.83;8.85;0;12.8;13.8;16.43;8.33;9.09;7.53;17.87;8.14;9.99;12.31;10.51;7.99;11.91;4.13;0;11.02;3.26;0;9.38;14.92;14.87;10.19;7.66;0.16
SF1P15471-5-1;0.34;0.89;0;1.14;0;0;0;0.28;0;0;0;0;0;0;0;0.51;0;0;0;0;0;0;0;0;0.95;0.25;0.33;0;0;0
SF1P15474-5-1;0;0;0;0.81;0;0;0;0;0;0;1.6;1.29;0;0;0;0;0.79;0;0;0;0;0.29;0;0;0;0;0;1.52;0.41;0
SF1P15484-5-1;0;0;1.7;0;0;2.79;0;0;0;0;0;0.03;0;0;0;0;0;0;0;0;2.04;0;0;2.4;0;0;0;0;0;1.65
SF1P15488-5-1;38.93;15.21;0;44.74;33.02;0;4.17;3.08;34.59;74.73;11.88;41.91;12.44;43.3;1.7;19.15;64.09;5.76;51.96;69.11;0.47;69.54;145.59;0;2.25;121.55;21.46;0.61;74.03;9.42
SF1P15495-5-1;26.96;8.9;0;23.01;7.74;0;2.32;2.52;16.91;33.93;4.37;10.47;3.63;10.44;0.54;2.74;28.94;3.67;28.72;57.87;0;20.84;47.19;0;5.76;47.4;5.41;1.39;19.45;1.68
SF1P15512-5-1;847.41;681.08;0.87;809.05;369.44;0.24;400.74;462.18;606.33;629.05;444.52;1012.92;567.99;366.45;1004.34;394.55;849.36;1096.97;757.6;1016.3;1.02;705.37;583.04;0;1147.84;532.04;420.21;874.37;572.3;35.94
SF1P15517-5-1;0.44;4.09;0;0.78;4.16;0.06;2.94;0.87;1.11;1.51;1.5;1.18;3.55;1.61;0.26;4.04;0.91;0.48;0.89;0.33;0.06;1.11;0.61;0;0.88;1.75;2.72;0.16;1.34;0.15
SF1P15519-5-1;3.04;3.28;1.46;2.37;3.13;4.62;1.75;2.1;2.62;3.15;2.85;3.16;3.37;1.88;0.8;2.48;3.99;5.8;3.33;2.19;0.64;3.92;3.3;3.84;2.93;2.45;1.61;2.72;3.7;1.02
SF1P15521-5-1;12.99;21.93;13.12;5.31;11.62;15.14;12.48;5.24;9.13;9.75;4.38;7.34;20.59;5.63;6.86;15.83;10.87;19.13;11.46;8.56;21.64;7.25;9.21;8.65;3.36;4.21;18.96;5.99;7.54;18.71
SF1P15522-5-1;0.53;0;0;6.39;3.17;0;0;0.15;1.8;6.62;5.36;6.52;0.4;0.32;0;2.89;6.14;6.04;1.07;0.26;0;3.33;5.77;0;0.25;0.39;0.17;1.14;6.43;0.69
SF1P15524-5-1;5.42;7.02;3.26;5.56;5.78;7.9;3.41;2.69;5.42;6.33;3.09;5.43;6.51;4.8;2.58;5.81;5.81;4.97;5.43;6.75;6.15;5.5;10.03;4.21;3.84;9.71;5.31;4.13;7.02;4.59
SF1P15525-5-1;0;0;9.97;0;0;10.33;0;0;0;0;0;0.03;0;0;0;0;0;0;0;0;12.29;0.03;0;10.24;0;0;0;0;0;13.12
SF1P15535-5-1;15.1;15.5;0;6.53;7.95;0;17.89;18.85;22.17;11.67;9.39;10.81;14.89;20.18;9.68;12.11;11.93;6.84;19.06;14.12;0;16.23;7.42;0;16.55;20.43;16.48;8.81;15.15;0.97
SF1P15542-5-1;0;0;5.76;0;0;7.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.38;0;0;7.14;0;0;0;0;0;5.84
SF1P15546-5-1;1.22;0;0;2.26;0.71;0;1.77;2.43;2.54;0.36;1.71;0.92;0.88;0.78;2.93;0.69;1.6;4.98;2.44;3.45;0;1.3;2.11;0;2.38;0.75;1.11;2.34;1.31;0.14
SF1P15547-5-1;11.16;3.4;0;11.52;8.74;0;1.38;0.91;8.55;14.8;2.15;7.2;3.16;9.94;0.23;3.87;13.22;1.18;11.97;16.26;0;12.8;34.18;0;1.01;30.67;4.78;0;13.19;0.89
SF1P15550-5-1;0;0;2.1;0;0;3.42;0.05;0.03;0;0;0;0.05;0;0.06;0;0;0;0;0;0;0.09;0.04;0;4.1;0;0;0;0;0.03;0.2
SF1P15555-5-1;0.94;0;3.94;0.45;0;0;0;11.32;0.13;0.21;8.52;0.79;0.19;0;0;0;0.28;8.89;0.51;2.04;4.46;0.93;0.31;0;2.74;0.5;0.16;12.45;0.5;4.32
SF1P15569-5-1;88.3;22.6;0.27;54.91;22.17;0;27.28;62.01;66.83;49.48;48.83;130.57;11.27;27.49;75.35;8.4;61.1;69.79;63.23;78.59;0;45.85;54.27;0;89.46;39.54;20.19;61.98;65.89;7.56
SF1P15574-5-1;0.83;11.01;0;1.08;10.02;0;23.26;1.38;3.26;7.28;0.58;4.32;10.59;7.16;1.6;14.35;0.91;0.6;4.92;0.31;0;4.93;3.52;0;0.77;3.74;10.37;1.56;4.74;0.48
SF1P15576-5-1;0;0;1.08;0;0;3.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.84;0;0;0;0;0;0;0;0;0
SF1P15580-5-1;2.76;6.44;0;3.56;11.31;0;2.38;2.75;10.89;10.28;30.12;7.33;7.56;2.26;9.83;8.89;4.56;15.42;7.54;2.12;0;7.34;3.06;0;5.68;4.97;5.2;25.65;3.5;0.08
SF1P15586-5-1;3.85;10.68;0;1.8;15.33;0;8.66;6.83;8.62;7.83;5;4.6;15.35;15.9;0.44;13.59;6.92;4.47;4.55;1.29;0;6.68;3.37;0;3.17;9.27;16.07;0;9.73;0.85
SF1P15601-5-1;0;0;0.47;0;0;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.68;0.1;0;0.42;0;0;0;0;0;0.5
SF1P15607-5-1;61.12;23.13;111.25;90.04;74.45;30.68;35.44;5.22;18.41;38.58;45.54;14.83;26.61;14.2;12.01;77.63;78.78;27.06;15.25;45.79;34.28;15.35;87.01;24.35;4.08;5.7;23.33;52.09;22.89;35.76
SF1P15609-5-1;15.63;11.13;0;18.18;30.08;0.04;3.36;1.79;30.07;50.47;5.57;13.06;7.76;29.99;0.76;13.76;51.26;3.68;27.78;25.45;0.05;30.05;49.28;0;1.12;89.9;11.48;0.24;32.17;2.24
SF1P15611-5-1;2.61;3.41;1.32;8.12;3.25;3.28;4.02;4.78;5.73;2.92;4.98;2.98;4.06;3.57;2.38;3.77;3.7;3.9;5.57;2.87;5.38;5.17;1.51;6.09;4.69;5.57;4.19;3.78;3.56;7.39
SF1P15615-5-1;2.49;3.17;0;1.18;2.84;0;2.91;3.1;5.31;2.55;3.05;3.61;1.62;3.64;4.02;1.58;2.65;0.98;2.71;1.83;0;3.21;1.51;0;3;2.99;1.84;1.46;1.14;0.33
SF1P15618-5-1;0;0;15.86;0;0;18.6;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;20.95;0;0;18.14;0;0;0.05;0;0;21.35
SF1P15620-5-1;0;0;6.3;0;0;5.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.55;0;0;1.96;0;0;0;0;0;6.92
SF1P15621-5-1;14.81;7.89;0;21.54;22.62;0;3.72;2.05;25.73;32.71;9.95;15.04;5.03;29.52;1.24;10.29;33.74;3.4;29.15;24.94;0.07;34.01;50.85;0;1.51;86.24;11.99;0;31.58;2.67
SF1P15626-5-1;4.64;6.73;14.51;7.17;14.68;4.31;18.18;6.91;7.21;11.74;12.35;6.8;5.89;18.35;0.82;6.87;11.31;8.33;8.88;4.31;9.12;12.12;4.86;2.59;9.55;8.96;6.13;7.13;10.42;7.03
SF1P15629-5-1;4.84;3.73;0;1.7;6.94;0;3.12;6.32;7.06;4.3;3.04;3.45;2.53;2.93;11.7;5.08;7.35;2.69;7.67;4.61;0;5.11;1.38;0;7.32;4.9;2.65;6.03;2.8;0.09
SF1P15637-5-1;3.03;2.07;0;4.59;5.1;0;0.6;0.66;3.46;8.74;2.36;3.09;1.67;6.14;0.51;2.71;9.37;1.3;2.96;4.68;0;5.48;12.92;0;0.35;15.01;2.38;0.16;5.11;0.74
SF1P15639-5-1;12.42;7.83;0;13.27;5.32;0;4.78;12.28;7.43;4.51;10.65;9.2;6.95;4.63;7.16;5.63;5.21;14.58;7.66;11.74;0;7.55;13.65;0;10.37;5.3;8.09;10.56;9.57;0.66
SF1P15642-5-1;5.38;2.58;0;9.85;3.24;0;2.4;3.35;3.4;3.94;3.34;6.64;1.73;4.09;6.57;1.23;7.26;21.54;6.66;10.44;0;5.44;5.12;0;15.49;3.43;2.33;4.96;2.81;0.21
SF1P15643-5-1;15.59;9.18;0;20.05;18;0;8.38;26.54;14.45;30.75;17.6;15.21;9.67;12.54;44.64;11.9;22.3;35.64;25.35;22.08;0.04;25.92;34.45;0;80.38;36.99;10.98;26.99;20.13;2.04
SF1P15646-5-1;0;0;14.93;0;0;10.41;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;15.8;0;0;8.66;0;0;0;0;0;14.45
SF1P15648-5-1;2.17;10.56;9.73;2.48;6.12;19.9;3.85;1.2;2.7;2.25;1.52;0.5;11.9;8.65;0;7.5;2.38;1.54;2.17;1.34;11.07;1.32;3.27;31.64;0.25;10.18;10.73;0.58;3.52;10.58
SF1P15652-5-1;129.62;111.08;0;187.01;31.83;0;23.16;26.73;50.08;102.47;42.44;134.18;41.44;20.4;156.92;26.74;191.58;278.42;84.87;171.87;0;75.44;108.77;0;206.66;42.01;22.21;218.31;54.48;2.75
SF1P15684-5-1;4.81;0.93;0;9.08;1.21;0;1.87;5.27;5.43;3.36;8.39;5.38;1.41;3.9;5.88;1.16;3.77;11.68;5.02;5.26;0;4.99;4.58;0;7.31;4.49;1.42;11.9;5.33;0.83
