EST;X688_arroz_1;X688_arroz_2;X688_arroz_3;X688_milho_1;X688_milho_2;X688_milho_3;CNPA_arroz_1;CNPA_arroz_2;CNPA_arroz_3;CNPA_milho_1;CNPA_milho_2;CNPA_milho_3;dieta_arroz_1;dieta_arroz_2;dieta_arroz_3;dieta_milho_1;dieta_milho_2;dieta_milho_3;fm993_arroz_1;fm993_arroz_2;fm993_arroz_3;fm993_milho_1;fm993_milho_2;fm993_milho_3;puita_arroz_1;puita_arroz_2;puita_arroz_3;puita_milho_1;puita_milho_2;puita_milho_3
SF1P14568-5-1;1.7;4.08;5.98;5.48;2.95;6.09;1.37;0.85;3.48;3.68;2.67;3.82;4.17;0.81;0.86;4.32;3.36;3.9;2.48;1.51;5.62;2.66;5.62;5.41;0.79;1.49;2.38;4.38;2.47;4.65
SF1P14569-5-1;3.46;0.58;0;0.88;0.47;0;1.09;4.37;7.44;1.81;2.8;3.07;0.49;1.03;1.66;0.42;1.79;5.19;3.73;4.73;0;6.98;2.2;0;3.61;4.38;1.03;4.24;4.33;0.78
SF1P14570-5-1;0.68;6.97;10.67;0.65;5.45;15.72;4.96;1.24;2.38;1.24;1.57;1.54;9.08;2.55;0;8.41;1.74;1.89;1.23;1.11;11.17;2.19;1.96;23.01;0.69;1.99;4.88;0.2;2.89;8.55
SF1P14575-5-1;146.6;133.54;0.28;146.49;149.89;0.23;351.57;214.71;206.52;188.83;246.12;159.04;135.76;403.57;122.6;86.9;166.71;226.77;243.47;132.36;0.46;229.95;141.89;0.08;205.54;236.24;131.18;166.69;206.84;13.15
SF1P14577-5-1;0.71;2.48;0;0.99;1.16;0;0.96;0.61;1.91;1.2;1.12;1.13;0.74;0.68;1.29;2.63;1.46;0.61;0.58;1.42;0;1.41;1.27;0;2.53;1.39;1.01;2.43;1.35;0.19
SF1P14578-5-1;2.11;4.2;1.1;3.37;4.09;3.88;2.06;2.27;2.97;2.34;1.94;2.09;4.51;3.08;0.37;4.25;2.4;0.94;2.88;1.09;1.97;2.5;2.46;3.74;1.1;2.79;3.8;0.93;3.97;2.12
SF1P14581-5-1;0;0;1.45;0;0;1.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.03;0;0;1.78;0;0;0;0;0;5.14
SF1P14587-5-1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.97;0;0;0;0;0;0;0;1.01;3.85;0;0;0;0;0;0;0
SF1P14594-5-1;13.46;8.41;0;9.59;7.9;0;3.51;6.11;10.1;10.59;5.12;7.01;9.22;8.56;10.71;5.86;10.24;7.21;8.78;10.66;0;7.96;14.14;0;12.02;15.85;7.23;7.64;9.98;0.75
SF1P14600-5-1;104.22;37.04;0;2.79;2.13;0;126.99;62.06;79.58;27.69;1.27;3.13;41.33;53.7;55.83;1.83;2.06;0.32;73.61;99.19;0;36.13;9.6;0;48.81;39.53;36.26;3.56;28.06;0.06
SF1P14601-5-1;2.83;2.04;0;2.87;7.31;0;1.24;0.04;5.03;5.77;1.05;1.69;2.08;7.55;0.4;3.6;5.02;0.67;4.92;5.47;0;4.47;10.45;0;0.14;21.39;2.46;0;4.66;0.41
SF1P14602-5-1;4.96;1.8;0;3.38;1.7;0;2.33;3.06;6.13;3.87;2.95;3.43;1.05;2.04;7.92;0.44;2.15;4.95;5.2;3.3;0;5.31;3.25;0;6.36;3.14;1.92;3.26;4.39;0.13
SF1P14605-5-1;89.18;103.15;0.14;893.23;389;0.02;84.29;181.49;60.23;88.74;684.65;77.07;93.25;235.06;416.16;210.17;119.18;1405.38;117.59;72.74;2.79;167.46;836.33;0;675.3;175.96;103.49;1388.73;167.3;117.11
SF1P14610-5-1;1.27;3.53;3.81;1.88;1.93;5.96;2.02;2.66;2.32;1.96;1.92;1.42;3.62;1.2;0.99;2.61;1.25;0.94;1.27;1.35;5.87;1.47;1.32;7.44;1.32;1.46;2.93;1.64;1.67;5.24
SF1P14616-5-1;0;0;0;0;0;0;0.57;0;0;0;0.5;0;0.29;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SF1P14621-5-1;0.83;2.9;0;1.56;2.23;0;1.4;0.81;1.77;2.24;0.81;0.98;2.74;1.77;0.15;2.67;1.95;0.78;1.22;1.75;0;1.24;2.77;0;0.66;4.16;2.35;1.09;1.55;0.04
SF1P14622-5-1;1.02;1.35;0;1.04;5.28;0;1.86;2.03;1.47;6.06;3.75;2.39;1.7;1.81;2.02;3.77;4.69;6.03;2.85;0.3;0.25;2.92;4.4;0;2.56;2.69;0.78;2.61;3.95;0
SF1P14624-5-1;0;0;67.78;0;0;8.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.09;0.17;0;24.88;0;0;0;0;0;19.25
SF1P14625-5-1;0.22;0.37;0;0.48;0.27;0;0.5;1.06;0.89;0.83;2.51;1.33;0.66;0.79;0.28;0.36;1.36;1.92;1.42;0.08;0;1.22;0.6;0;1.6;0.76;0.21;1.6;0.87;0.05
SF1P14631-5-1;68.58;73.04;0.24;72.18;45.95;0;58.71;50.65;84.09;87.66;32.91;158.47;59.47;39.43;91.67;43.03;73.25;118.18;63.12;73.6;0.21;79.31;69.47;0;91.84;44.78;65.2;73.42;60.97;3.71
SF1P14635-5-1;0.6;0.58;67.7;0.94;0.44;8.69;0.57;0.09;0.48;0.95;0.46;1.16;0.36;0;0.14;2.69;0.18;0;0;0.24;63.43;0.68;1.32;26.02;0.08;0.04;0.21;5.09;0.05;56.12
SF1P14636-5-1;0;4.66;0;0;0.79;0;3.03;0.31;1.38;2.4;0;1.96;1.51;1.33;0.31;1.49;0;0;0.91;0;0;0.28;0.54;0;0;0.36;3.56;0;0.84;0
SF1P14639-5-1;0;0.8;0;0.3;0.56;0;0.64;0.07;0.75;0;0.14;0.12;0.26;0.15;0;0.19;0;0;0.85;0.13;0;0.1;0;0;0.12;0.56;0.33;0.28;0.29;0
SF1P14642-5-1;19.94;12.13;0;11.95;3.26;0;1.05;7.58;7.65;7.21;2.36;6.64;6.76;2.15;32.71;1.82;8.32;47.53;12.05;19.07;0;6.94;6.7;0;32.9;4.78;5.45;21.57;4.17;0
SF1P14643-5-1;5.89;0.69;0;63.67;16.29;0;0;1.87;2.01;29.27;12.79;9.85;0;0.3;27.37;30.83;42.19;34.67;5.2;6.39;0.42;9.01;76.6;0;100.21;0.89;0;50.61;12.83;6.72
SF1P14645-5-1;3.7;20.63;0;0.51;1.1;0;20.63;4.05;14.27;3.19;0.49;0.99;18.2;18.75;4.68;0.88;1.44;0.58;10.32;4.31;0;5.43;2.35;0;4.55;10.03;18.85;0.22;4.14;0.07
SF1P14661-5-1;147.12;8.93;0;25.05;22.42;0.34;55.59;35.59;56.9;29.74;32.62;20.26;12.97;32.99;49.75;10.14;43.02;43.75;58.91;136.63;0.16;65.04;29.94;0;25.94;72.87;11.31;59.29;40.8;3.33
SF1P14665-5-1;4.11;7.44;0;4.76;7.39;0;3.62;2.35;4.16;6.01;5.06;1.94;8.8;3.67;4.16;8.03;5.94;3.34;4.27;3.83;0;4.32;7.58;0;3.46;8.03;7.53;2.22;3.95;0.93
SF1P14669-5-1;10.15;9.08;0;12.55;10.95;0;7.64;11.21;7.21;12.85;11.36;9.33;6.53;5.53;12.63;10.72;13.3;16.96;10.07;12.71;0;10;10.04;0;15.42;5.85;9.34;13.83;10.79;0.9
SF1P14675-5-1;5.28;3.08;0;3.52;4.42;0;1.44;4.02;3.49;6.1;2.52;3.23;1.64;3.58;6.51;2.43;4.26;13.99;5.16;8.47;0;5.1;4.76;0;6.82;3.65;2.08;10.5;3.97;0.53
SF1P14686-5-1;21.87;9.01;0;17.28;15.65;0;3.35;1.51;14.24;29.53;2.19;9.11;7.64;17.16;0;7.94;28.96;3.35;19.48;38.01;0;20.25;61.43;0;1.09;64.46;12.06;0;24.48;2.92
SF1P14692-5-1;1.13;0.14;0;0.54;0.34;0;0.16;1.28;1.36;0.52;0.52;0.29;0.7;0.92;1.05;0.23;0;0;0.82;0.77;0;0.43;0.37;0;1.44;1.74;0.49;0;1.12;0.2
SF1P14710-5-1;3.03;18.1;0;2.61;8.48;0.09;16.67;3.23;5.84;6.82;1.97;3.14;22.76;10.13;0.6;11.77;3.34;0.67;5.26;1.62;0;3.57;2.82;0;2.49;6.03;17.31;1.51;4.69;0.08
SF1P14711-5-1;5.98;6.9;0;8.12;2.18;0;6.14;10.96;9.18;2.54;10.89;3.19;3.21;3.77;19.31;1.15;8;8.66;7.53;10.02;0;3.73;7.69;0;8.88;6.37;4.41;10.14;6.26;0
SF1P14715-5-1;2.74;3.55;0;2.67;4.88;0;1.29;1.42;4.4;3.64;1.73;2.54;4.36;4.58;0.66;4.13;3.95;1.11;5.28;4.08;0;3.6;7.88;0;1.55;10.97;2.78;1.94;4.16;0.5
SF1P14716-5-1;1.74;0;0;2.04;0.65;0;0;0;0;0.99;0.67;2.72;0;0;1.37;0;1.32;6.67;1.16;1.66;0;0.98;2.39;0;7.32;0.86;0;2.55;1.04;0.39
SF1P14717-5-1;152.97;64.73;0;180.23;143.4;0;32.4;10.44;150.06;223.9;38.35;107.04;52.02;171.83;4.1;73.42;232.52;33.87;186.75;306.96;0.62;218.8;545.91;0;7.56;545.74;93.98;0.97;248.28;32.34
SF1P14724-5-1;39.09;56.37;0;40.12;41.6;0;22.53;31.34;49.92;49.03;32.85;50.51;53.65;24.75;54.96;41.25;46.5;55.09;43.11;37.08;0.18;45.98;50.61;0;39.52;57.28;44.25;44.22;39.9;4.23
SF1P14732-5-1;34.5;29.49;0;31.97;24.68;0;26.82;27.83;45.55;44.56;15.13;43.53;25.95;15.13;71.58;14.68;31.78;36.83;60.32;36.56;0;46.09;27.34;0;29.05;44.52;25.15;63.47;31.72;1.26
SF1P14738-5-1;2.69;3.97;2.74;3.74;6.25;0.95;5.49;6.02;7.55;6.84;5.01;3.03;4.49;7.26;1.65;7.07;4.29;7.16;4.53;2.59;3.21;5.1;4.07;0.77;2.3;10.59;4.22;2.81;3.77;1.63
SF1P14751-5-1;7.58;32.78;0;8.08;38.73;0;21.62;2.07;46.29;20.4;1.4;30.35;42.14;17.47;4.46;30.18;23.68;2.16;18.94;7.59;0;19.07;10.74;0;7.8;15.79;29.62;4.34;25.31;0.47
SF1P14753-5-1;4.06;1.29;0.36;15.61;0.44;0.27;0.21;0.64;1.06;1.67;0.91;4.94;1.06;0.95;1;1.09;2.47;4.82;1.66;6.75;0;2.14;10.59;0;3.29;1.06;1.41;4.48;2.91;0
SF1P14758-5-1;0;0;0;0.59;0.56;0;0;0.14;1.25;0.43;1.16;0.36;0.13;0.62;0;0.13;0.86;0.74;0.35;0;0;0.75;1.25;0;0;0.76;0.17;0;0.44;0.34
SF1P14760-5-1;3.29;1.31;0;2.62;0.87;0;1.41;2.95;3.14;2.45;2.71;1.32;0.73;0.79;0.91;1.74;1.32;1.52;2.83;0.79;0;2.46;2.26;0;3.34;2.21;0.51;0.86;1.49;0.17
SF1P14763-5-1;0.29;0.31;0;0.51;0.1;0;0;0.29;0.26;0.63;0.49;0.79;0.13;0;0;0.38;0.39;0.25;0.23;0.17;0;0.39;0.64;0;0.16;0.09;0.11;0;0.24;0.06
SF1P14764-5-1;0.31;0.41;0;2.63;0;0;0;0;0;0.77;0;1.12;0;0;0;0.23;0;5.18;0;0.91;0;0.76;0.37;0;0;0;0;3.95;0;0
SF1P14767-5-1;0.11;0.15;0;0;0.73;0;0;0.19;0.65;0;0.38;0.24;0.5;1.39;0;0.25;0.37;0;0.22;0;0;0;0.67;0;0;0.49;0.21;0;0.28;0
SF1P14770-5-1;0.18;0.46;0;0.61;0.63;0;0.26;0.34;0.65;0.96;1.73;0.72;1.22;0.74;0;1.92;1.51;2.23;1.19;0.38;0;1.18;1.28;0;0.24;1.15;0.56;0;0.68;0
SF1P14771-5-1;37.33;12.3;0;26.95;37.53;0;3.63;1.73;27.65;52.93;9.61;24.63;9.37;31.11;1.16;19.66;57.04;6.43;40.18;58.16;0.3;37.06;98.28;0;1.47;117.65;23.85;0.29;41.58;6
SF1P14774-5-1;5.93;4.83;0;3.53;7.22;0;3.64;6.08;9.79;7.43;12.35;12.66;4.03;4.96;5.19;8.39;7.32;5.93;5.14;3.03;0;6.43;17.57;0.23;6.06;8.48;3.98;4.6;8.42;0.45
SF1P14776-5-1;1.41;1.69;4.66;1.6;3.05;2.57;1.9;2.09;2.32;4.96;0.9;0.81;2.22;2.25;0.49;2.11;2.14;1.5;2.5;2.8;6.17;1.81;1.75;1.36;0.64;8.1;2.73;0.74;2.13;4.73
SF1P14778-5-1;1005.72;730.25;0.06;92.56;243.62;0;644.09;93.25;1058.22;272.4;42.76;301.52;641.67;459.83;660.65;78.24;146.21;35.87;1808.99;953.87;0.11;776.99;159.63;0;226.07;894.89;549.01;86.13;230.34;10.5
SF1P14782-5-1;12.3;0;1.91;2.24;2.2;0;0;7.96;11.74;3.38;0;0;3.26;2.45;12.43;0;2.21;5.42;27.11;7.65;0;10.43;7.25;0;11.53;21.79;10.2;0;3.8;1.33
SF1P14789-5-1;10.19;11.88;0;22.12;20.55;0;8.34;38.15;26.36;123;77.23;35.03;17.82;13.16;53.33;30.1;36.87;49.98;29.2;12.45;0.1;23.87;14.98;0;25.1;22.33;11.07;77;17.8;1.95
SF1P14790-5-1;0.57;8.18;1.81;1.65;1.49;3.62;3.05;3.84;4.18;1.21;0.81;1.64;4.17;5.24;0;2.24;3.21;2.56;10;3.55;2.37;2.69;0.58;3.24;2.07;2.93;3.38;0;0.42;2.41
SF1P14792-5-1;0;0;44.99;0;0;25.04;0;0;0;0;0;0;0;0;0;0;0;0;0.57;0;3.73;0;0;12.13;0;0;0;0;0;3.8
SF1P14793-5-1;0.87;1.24;0;1.26;1.66;0;0.69;1.2;1.6;1.6;1.83;1.13;1.03;1.81;1.07;1.17;2.12;2.23;1.89;1.21;0;1.7;1.8;0;1.3;3.02;0.97;1.24;1.98;0.05
SF1P14794-5-1;4;2.95;0;6.48;8.7;0;2.03;3.5;3.38;5.99;6.84;7.93;2.62;1.03;5.69;5.91;9.53;21.78;4.85;2.43;0;6.7;5;0;7.09;1.72;2.81;12.88;4.91;0.56
SF1P14805-5-1;0.77;3.53;2.81;1.31;4.06;5.39;1.79;1.33;1.64;2.71;1.41;1.69;4.32;1.88;0;4.89;3.06;1.33;1.26;0.62;2.05;1.77;1.65;8.86;0.83;1.79;3.38;0.54;2.06;2.44
SF1P14807-5-1;0;0;3.69;0;0;4.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2.49;0;0;0;0;0;4.98
SF1P14819-5-1;5.85;2.44;0;4.7;6.41;0;0.96;0.33;6.26;10.88;0.58;2.03;2.16;6.7;0.13;3.35;5.83;0.65;7.56;8.02;0;10.17;16.37;0;0.34;17.39;3.25;0;8.18;0.73
SF1P14821-5-1;0.46;0.25;0;0.64;0.45;0;0.28;0.46;0.54;0.93;0.31;1.31;0.14;0.17;0.71;1.09;1.53;1.6;0.37;0.7;0;1.23;2.02;0;0.26;0.75;0.09;0;1.24;0.18
SF1P14823-5-1;3.61;3.68;0;0;0;0;3.09;8.63;5.7;0.99;0;0;5.54;1.43;5.78;0;0.66;0;4.82;1.75;0;2.2;0;0;6.19;6.42;2.34;0;2.75;0
SF1P14831-5-1;0;0;37.17;0;0;18.85;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;50.12;0.11;0;14.19;0;0;0;0;0;51.68
SF1P14842-5-1;6.61;13.03;0;9.47;10.24;0;5.72;1.76;8.41;8.77;3.26;9.88;13.03;4.88;2.47;10.39;8.84;7.23;5.28;5.32;0;7.01;9.5;0;2.76;5.77;12.94;9.48;12.18;1.32
SF1P14847-5-1;2.89;1.52;0;1.47;2.8;0;2.65;1.67;3.72;4.99;2.41;2.75;0.66;1.03;6.35;1.73;1.42;2.42;0.58;2.53;0;2.64;2.76;0;4.85;2.13;0.83;1.84;3.92;0.28
SF1P14851-5-1;1.99;0.13;0;0.99;1.85;0;0.29;0.32;1.29;3.32;0.32;1.47;0.71;2.37;0.48;1.05;1.57;1.26;1.21;1.55;0;2.85;3.79;0;0;4.89;0.58;0;3.34;0.29
SF1P14861-5-1;2.66;3.57;0.07;4.31;6.24;0;4.74;4.1;4.53;4.13;6.31;3.66;3.29;3.98;0.25;5.15;5.84;2.75;3.18;2.82;0;4.12;4.3;0;3.23;3.04;2.81;3.14;5.11;0.48
SF1P14869-5-1;3.49;11.79;0;4.63;12.33;0;5.49;2.31;2.96;10.27;2.31;3.69;16.3;6.21;0.21;7;2.32;0.71;1.39;2.99;0;2.13;1.05;0;0.61;3.13;7.68;0.52;4.9;0.67
SF1P14873-5-1;7.24;0;0;0;0;0;0;0;0;0;0;0;0.43;0;0;0;0;0;1.11;7.21;0;0;0;0;0.91;0;0;0;0;0
SF1P14876-5-1;6.12;3.99;0;1386.52;1.64;0;1.58;3.37;5.05;11.25;2.54;6.8;0.79;1.81;9.68;1.94;8.32;18.78;1.02;12.18;0;4.04;4.81;0;13.6;1.52;0;9.61;1.76;0
SF1P14877-5-1;5.45;12.28;0;2.49;22.32;0;26.13;18.43;19.64;13.37;13.04;10;19.87;10.56;1.18;28.01;5.65;2.03;11.9;2.15;0;15.24;5.27;0;6.26;19.17;28.14;3.12;12.81;0
SF1P14879-5-1;0;0;15.91;0;0;5.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.59;0;0;5.31;0;0;0;0;0;10.44
SF1P14881-5-1;4.03;49.87;0;1.25;23.44;0;1.77;1.01;0.57;1.18;0.72;0.16;32.2;0.9;1.32;27.61;0.79;1.34;0.29;2.62;0;0.12;5.63;0;1.07;0.34;43.74;1.2;3.03;0
SF1P14888-5-1;510.28;438.46;13.71;419.85;589.87;14.13;946.53;670.41;941.8;635.23;609.52;514.62;415.47;1415.43;397.37;329.75;555.06;427.02;920.81;392.91;12.06;793.16;473.99;5.02;562.05;883.57;456.91;444.66;708.1;66.88
SF1P14890-5-1;2.38;1.85;0;1.31;1.43;0;0.85;0.94;2.5;2.2;2.65;1.12;1.08;1.91;1.93;0.41;2.07;0.55;1.52;2.34;0;2.12;3.68;0;1.4;2.95;1.14;1.02;2.42;0.12
SF1P14893-5-1;0;0;3.16;0;0;3.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;2.44;0;0;0;0;0;1.81
SF1P14909-5-1;3.49;4.71;0;4.7;4.95;0;3.23;4.24;5.14;3.13;3.63;2.95;5.43;3.14;1.81;7.38;3.55;3.24;3.33;3.27;0;3.3;4.22;0;3.25;4.04;4.56;4.69;3.58;0.62
SF1P14918-5-1;42.6;10.34;0;1.61;1.42;0;4.24;1.47;18.79;8.72;2.93;0;7.65;7.91;2.05;1.61;7.2;0;15.91;44.2;0;12.45;2.86;0;0;62.42;15.34;0;8.69;0.85
SF1P14919-5-1;45.11;82.11;0;21.17;65.84;0.08;67.07;38.53;49.79;34.79;49.4;18.38;116.68;45.6;22.39;101.74;29.18;13.08;35.54;23.25;0;30.96;33.22;0;15.56;27.17;125.88;30.47;47.6;4.39
SF1P14923-5-1;0.1;0;1261.78;0.13;0.04;349.9;0.04;0;0.38;0.61;0;0.75;0;0;0.99;0.02;0.08;0.26;0.23;0.32;1175.38;1.17;0.07;376.35;0;0.04;0.37;0.19;0.05;896.27
SF1P14928-5-1;5.33;3.03;0;2.91;2.17;0;2.65;5.06;5.06;4.38;2.28;2.77;2.48;3.48;4.66;2.61;3.37;1.06;4.84;5.59;0;3.76;4.1;0;5.92;4.64;3.54;2.44;3.44;0.11
SF1P14929-5-1;2.19;1.9;10.36;1.2;1.94;10.53;0.85;1.25;2.71;2.1;1.91;2.23;2.13;1.64;1.07;1.92;2.21;1.81;2.5;1.62;14.84;2.78;2.74;8.88;0.96;1.57;1.28;1.83;3.52;12.83
SF1P14933-5-1;6.52;3.06;9.39;4.2;3.38;4.36;0.99;0.95;5.13;7.35;1.07;2.09;2.05;5.22;1.16;2.5;5.59;2.47;7.29;13.14;10.33;5.75;11.27;1.3;1.25;19.91;3.04;0.92;6.17;10.05
SF1P14935-5-1;0;0;0;3.59;4.85;0;0.1;0.14;0.41;3.87;13.26;10.12;0.03;0.18;0;5.87;8.48;8.68;0.75;0.15;0;4.52;3.62;0;0.05;0.22;0.13;5.89;2.37;0.24
SF1P14936-5-1;7.01;2.66;0;12.45;7.01;0;5.19;7.32;10.9;4.83;15.41;18.22;5.27;5.13;7.54;6.12;10.07;46.68;12.44;15.1;0;10.69;22.49;0;12.18;10.37;3.08;4.56;10.46;1.22
SF1P14939-5-1;1.63;0.38;0;0;0.16;0;0.14;0.08;1.55;0;0;0.07;0.36;1.54;0;0.14;0;0;0.38;0.14;0;0.98;1.86;0;0.13;3.02;0.37;0;0.4;0.09
SF1P14941-5-1;5.79;2.98;0;7.74;5.45;0;1.54;0.42;6.11;7.87;2.06;3.65;2.44;3.99;0.78;3.87;8.88;1.75;3.44;6.19;0;6.36;22.5;0;0.28;20.47;2.91;0;5.45;1.19
SF1P14945-5-1;0;0;0;0;0;27.32;0.28;0;0;0;0;0;0.14;0;0;0.27;0;0;0;0;0;0.33;0;0;0;0;0;0;0;0
SF1P14947-5-1;2.38;0.73;0;1.9;1.19;0;0.97;1.06;2.95;0.23;1.85;2.32;0.96;1.14;0.93;1.27;1.81;1.19;1.82;1.77;0;2.97;4.65;0;2.17;3.42;0.79;2.36;3.14;0.18
SF1P14948-5-1;20.54;19.55;0;4.26;1.97;0;12.25;10.08;17.04;5.31;1.89;1.8;10.71;7.57;12.83;1.42;2.2;2.31;16.38;30.9;0;7.83;6.43;0;10.27;13.38;14.45;2.86;9.11;0.17
SF1P14963-5-1;10.83;15.41;51.35;3.7;9.41;32.17;13.79;9.37;8.16;9.45;9.09;6.14;22.37;8.82;6.51;11.36;7.64;4.22;7.34;8.19;38.43;6.53;5.12;27.28;5.09;5.84;15.61;6.92;7.19;36.31
SF1P14968-5-1;5.88;19.32;37.98;5.02;14.24;16.91;11.51;3.62;6.78;6.15;9.71;5.58;20.41;7.13;3.6;24.19;4.66;4.93;5.25;3.98;29;5.88;8.05;27.81;3.78;6.02;17.96;5.67;7.12;27.61
SF1P14970-5-1;0;0;11.69;0;0;13.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.15;0;0;13.24;0;0;0;0;0;18.2
SF1P14972-5-1;1.1;5.73;70.63;0;6;16.59;6.47;0.28;0.76;2.36;0.29;0.42;3.02;1.22;0;7.34;0.28;0.37;0.17;1.28;33.79;0.41;0.52;65.91;0.24;0.5;2.78;0;0.65;19.79
SF1P14974-5-1;11.55;3.72;0;12.81;7.72;0.09;1.45;0.6;10.89;24.39;2.16;10.96;3.36;9.67;0.21;4.08;16.46;2.49;13.69;19.68;0;17.43;38.25;0;0.56;34.22;6.59;0;19.74;2.3
SF1P14977-5-1;0.8;2.7;0;0.66;2.34;0;3.31;1.2;1.58;1.53;0.92;0.72;3.97;2.87;0.17;3.82;1.2;0.91;2;0.78;0;1.49;1.29;0;0.77;2.76;3.14;0.13;1.77;0.12
SF1P14979-5-1;2.37;6.13;0;1.83;4.88;0;1.87;1.94;3.34;3.9;2.7;3.22;7.65;1.53;1.81;4.41;3.47;2.38;2.08;2.67;0;2.51;2.22;0;1.28;0.96;6.57;5.17;3.93;0.12
SF1P14981-5-1;9.49;2.46;0;6.26;0;0;0;0;4.02;7;0;2.49;1.49;1.69;0;1.49;7.7;3.81;5.67;13.44;0;3.48;8.87;0;1.33;7.86;0;0;1.7;0
SF1P14982-5-1;8.42;10.4;0;4.51;9.3;0;9.44;10.39;11.03;12.66;8.08;7.13;9.17;10.92;15.27;9.04;9.45;6.52;12.76;10.35;0;11.38;6.58;0;13.35;12.64;11.16;8.43;9.92;0.6
SF1P14985-5-1;7.63;6.74;0;9.56;6.92;0;4.74;5.24;7.76;7.5;6.57;8.38;5.97;4.09;8.26;6.09;9.54;11.18;6.43;8.43;0;7.53;9.08;0;6.62;7.86;5.44;8.73;8.03;0.46
SF1P14986-5-1;0;0;68.29;0;0.68;33.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.79;0.27;0;48.02;0;0;0;0;0;71.39
SF1P14991-5-1;5.43;3.14;0;10.03;7.75;0;2.83;3.99;10.2;4.43;2;6.91;4.68;6.77;1.42;2.31;9.82;2.45;9.64;2.6;0;12.14;5.67;0;3.39;3.6;3.58;11.33;9.96;2.3
SF1P14995-5-1;0;0;13.38;0;0;17.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.28;0;0;10.07;0;0;0;0;0;16.37
SF1P15021-5-1;10.53;4.55;0;7.83;5.56;0;1.4;0;2.48;6.28;0.68;2.98;4.13;1.56;0;1.26;6.6;3.53;17.5;18.69;0;8.58;26.7;0;0.84;29.69;6.26;0;9.7;0.89
SF1P15034-5-1;18.17;40.2;0;10.15;52.38;0;38.48;24.87;12.75;16.69;28.42;22.76;47.86;18.29;19.68;53.23;19.17;30.31;17.07;9.84;0.18;18.05;16.56;0;16.51;18.71;51.6;22.3;15.15;1.54
SF1P15035-5-1;20.89;14.92;0.39;18.42;23.81;0.32;24.97;24.93;21.85;19.32;22.88;18.36;15.5;29.98;5.61;14.22;19.58;14.53;22.34;19.83;0.35;21.27;18.53;0.18;15.21;22.13;15.67;17.85;25.33;1.77
SF1P15037-5-1;1.48;2.83;0;6.02;8.51;0;0.96;3.64;14.57;5.66;6.85;4.5;2.06;10.72;0;2.42;15.12;4.6;5.06;3.16;0;7.03;10.36;0;0.29;27.12;2.97;0.69;10.75;0.14
SF1P15038-5-1;16.35;17.6;0;12.8;13.46;0;40.05;8.93;13.82;7.91;11.15;2.42;26.17;29.57;1.85;21.22;7.1;4.55;8.37;14.82;0;7.35;9.46;0;3.83;12.74;19.36;2.75;12.19;1.42
SF1P15042-5-1;0;0;2.1;0;0;1.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.88;0;0;0;0;0;0;0;0;1.46
SF1P15043-5-1;3.03;1.49;0;4.63;4.14;0;0.47;0.87;4.2;8.22;1.38;4.8;0.74;3.09;1.11;0.99;5.82;0.81;5.17;4.99;0;6.67;13.44;0.15;1.2;10.8;1.89;0;6.88;0.61
SF1P15048-5-1;0;0;11.83;0;0;16.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.04;0;0;15.64;0;0;0;0;0;9.39
SF1P15049-5-1;4.81;22.83;0.18;1.97;7.39;0.08;10.8;0.33;26.02;4.64;0;8.84;28.23;10.86;0.67;8.5;4.73;0;13.11;4.43;0.25;5.14;5.69;0;8.58;13.13;19.57;0.85;6.05;0.26
SF1P15051-5-1;5.29;1.89;0;4.91;4.46;0;0;0.47;4.3;8.03;0.96;5.87;1.84;5.06;0.24;1.87;7.64;0;6.4;8.29;0;6.02;13.49;0;0.53;19.1;2.07;0.31;6.89;0.46
SF1P15053-5-1;8.92;5.74;0;8.16;10.91;0;1.65;1.26;11.9;17.77;1.46;5.54;4.45;13.14;0;7.1;17.87;2.75;14.36;16.63;0;13.05;29.46;0;0.91;48.52;7.7;0.69;13.39;1.68
SF1P15056-5-1;3.94;32.25;0;3.73;20.53;0;19.49;3.85;5.66;5.99;4.26;4.67;27.79;12.48;8.23;30.23;3.79;4.11;5.85;4.47;0;6.79;8.05;0;2.62;5.24;32.23;6.79;6.45;0.49
SF1P15058-5-1;8.46;12.79;0;6.18;13.11;0.05;10.36;9.54;10.91;11.26;5.69;6.2;12.35;11.9;5.33;10.59;9.98;7.75;9.93;13.78;0;8.3;11.67;0;7.83;25.89;10.73;5.96;8.22;0.54
